-0.044564 0.0465391 0.0132691 -0.0209983
-0.0436332 -0.148771 0.0128491 0.275842
-0.0466086 0.0461657 0.018366 -0.0127613
-0.0456853 0.241019 0.0181107 -0.299593
-0.0408649 0.435879 0.0121189 -0.58651
-0.0321473 0.240589 0.000388667 -0.290034
-0.0273356 0.0454616 -0.00541202 0.00277121
-0.0264263 -0.149582 -0.00535659 0.293742
-0.029418 -0.344627 0.000518239 0.58473
-0.0363105 -0.149513 0.0122128 0.292211
-0.0393008 0.0454329 0.0180571 0.00340451
-0.0383921 0.240291 0.0181252 -0.283527
-0.0335863 0.0449156 0.0124546 0.014817
-0.032688 -0.150383 0.012751 0.311403
-0.0356956 -0.345684 0.018979 0.60808
-0.0426093 -0.150832 0.0311406 0.321435
-0.045626 -0.346384 0.0375693 0.623773
-0.0525536 -0.151806 0.0500448 0.343155
-0.0555898 0.0425697 0.0569079 0.0666641
-0.0547384 0.236832 0.0582412 -0.207535
-0.0500017 0.0409272 0.0540905 0.102936
-0.0491832 0.235234 0.0561492 -0.172203
-0.0444785 0.0393552 0.0527052 0.137652
-0.0436914 0.233684 0.0554582 -0.137949
-0.0390177 0.0378136 0.0526992 0.171702
-0.0382615 0.232143 0.0561333 -0.103902
-0.0336186 0.0362636 0.0540552 0.20595
-0.0328933 0.230573 0.0581742 -0.0692037
-0.0282819 0.0346669 0.0567901 0.241251
-0.0275885 0.228934 0.0616152 -0.0329917
-0.0230099 0.0329847 0.0609553 0.278477
-0.0223502 0.227186 0.0665249 0.00562542
-0.0178064 0.421294 0.0666374 -0.265349
-0.00938055 0.615405 0.0613304 -0.536291
0.00292755 0.419477 0.0506046 -0.224932
0.0113171 0.22367 0.0461059 0.0832746
0.0157905 0.027918 0.0477714 0.39014
0.0163488 0.222331 0.0555742 0.112893
0.0207955 0.416614 0.0578321 -0.161751
0.0291277 0.220714 0.0545971 0.148601
0.033542 0.0248543 0.0575691 0.457996
0.0340391 -0.171032 0.066729 0.768255
0.0306185 0.0231108 0.0820941 0.497292
0.0310807 -0.173067 0.09204 0.814676
0.0276193 0.0206823 0.108333 0.552304
0.028033 0.214129 0.11938 0.295622
0.0323156 0.407365 0.125292 0.0428462
0.0404629 0.600488 0.126149 -0.207829
0.0524726 0.793602 0.121992 -0.458208
0.0683447 0.986807 0.112828 -0.710085
0.0880808 0.790319 0.0986265 -0.384125
0.103887 0.593945 0.090944 -0.0620462
0.115766 0.397645 0.0897031 0.257888
0.123719 0.591379 0.0948609 -0.00520787
0.135547 0.785022 0.0947567 -0.266518
0.151247 0.978672 0.0894263 -0.527875
0.17082 0.782414 0.0788688 -0.208407
0.186469 0.976324 0.0747007 -0.475205
0.205995 1.17032 0.0651966 -0.74344
0.229402 0.974358 0.0503278 -0.430973
0.248889 0.778561 0.0417083 -0.122859
0.26446 0.973061 0.0392512 -0.402097
0.283921 1.16761 0.0312092 -0.682151
0.307273 0.972064 0.0175662 -0.379808
0.326715 0.776697 0.00997003 -0.0816389
0.342248 0.581434 0.00833725 0.214173
0.353877 0.776435 0.0126207 -0.0758686
0.369406 0.971374 0.0111033 -0.364543
0.388833 0.776096 0.00381248 -0.0683798
0.404355 0.58092 0.00244488 0.225504
0.415974 0.385763 0.00695495 0.518957
0.423689 0.580786 0.0173341 0.228473
0.435305 0.775656 0.0219036 -0.0586917
0.450818 0.970457 0.0207297 -0.344384
0.470227 0.775047 0.013842 -0.0452371
0.485728 0.579729 0.0129373 0.251781
